1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:104	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:105	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:107	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:108	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:109	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:111	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:112	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:113	
1	1:114	
1	1:114	
1	1:114	
1	1:114	
1	1:114	
1	1:114	
1	1:114	
1	1:114	
1	1:114	
1	1:115	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:110	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:116	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:111	
1	1:110	
1	1:110	
1	1:110	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:106	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:102	
1	1:101	
