1	1:40	2:30	3:53	4:16770229	5:11729	6:16747830	7:5442	8:4824	9:2787	10:1758	11:1469	
1	1:49	2:35	3:60	4:6165	5:27477	6:24453	7:2632	8:4137	9:2827	10:2569	11:1452	
1	1:44	2:43	3:41	4:9183	5:10760	6:88740	7:17447	8:3552	9:2224	10:1848	11:1891	
1	1:32	2:50	3:41	4:2309	5:26932	6:23209	7:5087	8:427	9:2846	10:691	11:2387	
1	1:34	2:44	3:61	4:8137	5:26742	6:3858	7:6660	8:856	9:5934	10:2991	11:2321	
1	1:52	2:61	3:56	4:12608	5:4777	6:30988	7:13226	8:16165	9:3439	10:3802	11:2411	
1	1:74	2:77	3:60	4:11922	5:32479	6:18622	7:11389	8:17215	9:3152	10:1527	11:1015	
1	1:101	2:75	3:54	4:3477	5:14081	6:17502	7:5935	8:3982	9:3893	10:2795	11:800	
1	1:114	2:77	3:47	4:18253	5:3878	6:30638	7:1565	8:3932	9:3040	10:2485	11:1854	
1	1:107	2:63	3:50	4:3158	5:8658	6:18041	7:3806	8:4954	9:10501	10:2009	11:878	
1	1:89	2:57	3:53	4:4064	5:3703	6:1842	7:8621	8:4497	9:2978	10:1649	11:2521	
1	1:82	2:63	3:63	4:4782	5:18395	6:5960	7:9440	8:4944	9:3372	10:13407	11:1842	
1	1:84	2:51	3:80	4:3436	5:4280	6:2182	7:14988	8:9676	9:1935	10:2688	11:1675	
1	1:73	2:61	3:81	4:5969	5:15460	6:24858	7:8285	8:4001	9:3696	10:3920	11:4511	
1	1:68	2:64	3:81	4:2602	5:12775	6:24207	7:7882	8:5889	9:6102	10:3789	11:859	
1	1:66	2:66	3:74	4:3595	5:7036	6:16744495	7:17563	8:7347	9:8013	10:13350	11:3249	
1	1:59	2:74	3:57	4:4272	5:10110	6:29619	7:33113	8:4210	9:5374	10:4897	11:1898	
1	1:52	2:69	3:56	4:3263	5:7358	6:4932	7:16770131	8:6322	9:14665	10:3669	11:1134	
1	1:41	2:75	3:54	4:5432	5:7698	6:16624	7:4667	8:2991	9:6413	10:11972	11:2078	
1	1:28	2:64	3:61	4:1510	5:13940	6:13055	7:1337	8:2133	9:4160	10:1414	11:1245	
1	1:23	2:75	3:63	4:3822	5:9715	6:16088	7:5671	8:5027	9:2102	10:5964	11:1698	
1	1:34	2:60	3:75	4:12482	5:15784	6:16745839	7:9475	8:2901	9:8522	10:7728	11:1262	
1	1:53	2:47	3:83	4:5484	5:2323	6:7097	7:5958	8:4406	9:5137	10:2000	11:3895	
1	1:58	2:51	3:84	4:2141	5:10446	6:4291	7:25700	8:4760	9:2568	10:4937	11:2675	
1	1:39	2:53	3:70	4:2758	5:13109	6:12244	7:16919	8:1869	9:7233	10:3835	11:1004	
1	1:21	2:61	3:47	4:7489	5:5060	6:32217	7:16749158	8:3391	9:2318	10:7421	11:1106	
1	1:13	2:60	3:41	4:5322	5:8280	6:21489	7:30818	8:3179	9:5519	10:5014	11:4390	
1	1:16	2:57	3:37	4:6148	5:8589	6:30782	7:3231	8:1590	9:4939	10:2583	11:1673	
1	1:19	2:48	3:56	4:7254	5:9994	6:996	7:2829	8:3179	9:2839	10:4822	11:1648	
1	1:21	2:61	3:60	4:5357	5:32635	6:12010	7:2739	8:5068	9:3057	10:3378	11:1815	
1	1:11	2:66	3:53	4:1910	5:16784	6:28608	7:2347	8:2234	9:3501	10:1939	11:3072	
1	1:-9	2:64	3:54	4:11759	5:9680	6:27930	7:6347	8:13063	9:3577	10:4392	11:1404	
1	1:-25	2:74	3:38	4:7901	5:6525	6:31370	7:18684	8:4818	9:4212	10:2884	11:1033	
1	1:-14	2:61	3:50	4:1958	5:15219	6:9572	7:2014	8:3709	9:6199	10:3456	11:2879	
1	1:25	2:61	3:61	4:3215	5:7575	6:7505	7:808	8:2123	9:2236	10:2609	11:2540	
1	1:80	2:75	3:53	4:32321	5:11406	6:16756298	7:6182	8:14436	9:4863	10:1138	11:2086	
1	1:102	2:69	3:50	4:8144	5:24846	6:10390	7:5696	8:5431	9:7249	10:1889	11:1404	
1	1:98	2:75	3:40	4:6530	5:9128	6:17348	7:14274	8:5786	9:3153	10:3148	11:1182	
1	1:88	2:75	3:34	4:7668	5:3408	6:26725	7:8097	8:3566	9:5709	10:1975	11:3839	
1	1:87	2:67	3:41	4:6575	5:4102	6:2619	7:2676	8:1634	9:2685	10:1507	11:1997	
1	1:98	2:69	3:56	4:88195	5:29288	6:3742	7:5719	8:2146	9:3824	10:1176	11:449	
1	1:114	2:81	3:51	4:5158	5:25720	6:17767	7:6678	8:7150	9:6066	10:1271	11:2312	
1	1:113	2:81	3:60	4:18235	5:10634	6:17455	7:1269	8:2231	9:4199	10:3135	11:1128	
1	1:81	2:77	3:48	4:8283	5:4915	6:11389	7:7112	8:2771	9:2996	10:6988	11:4222	
1	1:59	2:84	3:41	4:6277	5:5390	6:17752	7:1686	8:4143	9:3157	10:1396	11:2509	
1	1:68	2:67	3:50	4:2961	5:7055	6:2207	7:3334	8:3049	9:4924	10:1118	11:207	
1	1:88	2:66	3:47	4:6129	5:3634	6:4225	7:24588	8:2784	9:4803	10:1576	11:2640	
1	1:106	2:64	3:57	4:3599	5:29266	6:16775	7:3273	8:8943	9:4177	10:2134	11:1673	
1	1:96	2:51	3:63	4:10147	5:13000	6:6508	7:13214	8:5194	9:8806	10:3303	11:1903	
1	1:69	2:60	3:50	4:16020	5:12217	6:5561	7:21128	8:11086	9:3028	10:1227	11:1177	
1	1:60	2:63	3:44	4:12954	5:1801	6:10038	7:7335	8:5694	9:2431	10:3340	11:1062	
1	1:66	2:80	3:24	4:4753	5:9499	6:20219	7:10753	8:5059	9:3147	10:2014	11:4126	
1	1:70	2:87	3:17	4:13027	5:21410	6:16080	7:17663	8:3487	9:3960	10:2724	11:2487	
1	1:70	2:80	3:29	4:8238	5:14652	6:1107	7:3642	8:4162	9:3257	10:752	11:2922	
1	1:71	2:77	3:13	4:12191	5:9603	6:3214	7:12614	8:1868	9:4288	10:1519	11:3640	
1	1:77	2:51	3:35	4:10487	5:9590	6:2582	7:387	8:4045	9:4307	10:4275	11:2020	
1	1:72	2:54	3:26	4:12577	5:17880	6:10994	7:4695	8:6969	9:5132	10:1263	11:1669	
1	1:59	2:67	3:26	4:55076	5:9597	6:9291	7:1622	8:1037	9:1860	10:688	11:357	
1	1:49	2:67	3:47	4:22833	5:28024	6:4215	7:1203	8:9249	9:3974	10:3622	11:6557	
1	1:53	2:81	3:37	4:23025	5:19744	6:16764968	7:9720	8:5820	9:3084	10:4227	11:1080	
1	1:65	2:80	3:48	4:22367	5:22004	6:1014	7:4245	8:4974	9:4651	10:2235	11:1453	
1	1:58	2:70	3:50	4:8653	5:6444	6:13801	7:3993	8:5778	9:7287	10:2496	11:3183	
1	1:33	2:70	3:41	4:4504	5:10545	6:10791	7:14223	8:2251	9:4942	10:3820	11:1782	
1	1:16	2:74	3:48	4:10252	5:7619	6:7332	7:5937	8:6605	9:2627	10:1736	11:2757	
1	1:32	2:61	3:51	4:614	5:9946	6:8986	7:3628	8:4994	9:3285	10:1783	11:3130	
1	1:50	2:61	3:48	4:35920	5:9092	6:9644	7:9386	8:1622	9:4409	10:3050	11:1266	
1	1:51	2:50	3:44	4:6096	5:21751	6:12547	7:4081	8:6322	9:5143	10:1404	11:3443	
1	1:49	2:44	3:35	4:1231	5:7181	6:30694	7:4418	8:6950	9:6479	10:2919	11:2313	
1	1:44	2:50	3:37	4:16745863	5:19806	6:14793	7:11578	8:6508	9:2292	10:2208	11:4493	
1	1:35	2:38	3:35	4:1798	5:5523	6:5907	7:6322	8:4924	9:2460	10:2309	11:1565	
1	1:11	2:53	3:29	4:7360	5:69519	6:20709	7:5356	8:7900	9:3859	10:2197	11:2836	
1	1:-3	2:63	3:29	4:2388	5:19282	6:5505	7:5295	8:3522	9:2943	10:3615	11:977	
1	1:-5	2:57	3:34	4:6000	5:11485	6:21867	7:706	8:3684	9:2613	10:1907	11:2796	
1	1:6	2:77	3:37	4:9248	5:12486	6:5502	7:10546	8:7360	9:1408	10:5050	11:1203	
1	1:16	2:67	3:60	4:5341	5:12273	6:1079	7:2053	8:4430	9:2770	10:1848	11:891	
1	1:10	2:75	3:60	4:12190	5:14866	6:1890	7:9330	8:2727	9:5708	10:1474	11:5247	
1	1:4	2:90	3:54	4:4066	5:8434	6:13634	7:13676	8:3700	9:1423	10:2039	11:2657	
1	1:6	2:56	3:53	4:7268	5:3983	6:2107	7:9269	8:2437	9:4142	10:1623	11:1063	
1	1:11	2:61	3:44	4:8592	5:8180	6:16744471	7:20750	8:4165	9:5962	10:5380	11:687	
1	1:5	2:56	3:43	4:8322	5:6402	6:6190	7:2896	8:3522	9:6831	10:1171	11:2154	
1	1:7	2:53	3:35	4:9798	5:10420	6:2850	7:15994	8:3316	9:5546	10:1990	11:957	
1	1:22	2:90	3:30	4:19824	5:96585	6:80133	7:4116	8:4922	9:2154	10:1233	11:2187	
1	1:37	2:96	3:20	4:9277	5:10421	6:21890	7:473	8:3904	9:4677	10:1494	11:1072	
1	1:32	2:87	3:30	4:7853	5:11255	6:4878	7:3749	8:8672	9:5553	10:2080	11:1147	
1	1:26	2:83	3:23	4:13222	5:13074	6:2519	7:3992	8:1440	9:2435	10:2552	11:2394	
1	1:40	2:83	3:20	4:8155	5:5763	6:3393	7:5389	8:2955	9:5133	10:2058	11:1738	
1	1:52	2:77	3:26	4:23510	5:9881	6:4560	7:237	8:4954	9:3663	10:1487	11:2981	
1	1:48	2:83	3:20	4:26856	5:6902	6:2178	7:22783	8:6008	9:4170	10:959	11:3135	
1	1:34	2:94	3:27	4:1775	5:16759069	6:5480	7:2216	8:3885	9:4552	10:1474	11:783	
1	1:28	2:78	3:40	4:4272	5:5290	6:4421	7:978	8:5736	9:3494	10:1510	11:2860	
